,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STSBenchmark,SUBJ,TREC,epoch,step
0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,65.23,0.0,73.22,0.0,0.0,0,3999
1,1.0,1.0,1.0,1.0,15.49,0.0,0.0,0.0,0.0,65.84,0.0,73.58,0.0,0.0,0,7999
2,2.0,2.0,2.0,2.0,15.59,0.0,0.0,0.0,0.0,66.3,0.0,74.03,0.0,0.0,0,11999
3,3.0,3.0,3.0,3.0,15.69,0.0,0.0,0.0,0.0,66.5,0.0,74.67,0.0,0.0,0,15999
4,4.0,4.0,4.0,4.0,15.72,0.0,0.0,0.0,0.0,66.84,0.0,74.67,0.0,0.0,0,19999
5,5.0,5.0,5.0,,15.78,0.0,0.0,0.0,0.0,67.13,0.0,74.93,0.0,0.0,0,23999
6,6.0,6.0,6.0,,15.88,0.0,0.0,0.0,0.0,67.75,0.0,75.18,0.0,0.0,0,27999
7,7.0,7.0,7.0,,15.88,0.0,0.0,0.0,0.0,67.65,0.0,75.27,0.0,0.0,0,31999
8,8.0,8.0,8.0,,15.95,0.0,0.0,0.0,0.0,68.14,0.0,75.42,0.0,0.0,0,35999
9,9.0,9.0,9.0,,15.89,0.0,0.0,0.0,0.0,67.48,0.0,75.53,0.0,0.0,0,39999
10,10.0,10.0,10.0,,15.92,0.0,0.0,0.0,0.0,67.74,0.0,75.52,0.0,0.0,0,43999
11,11.0,11.0,11.0,,15.96,0.0,0.0,0.0,0.0,67.96,0.0,75.68,0.0,0.0,0,47999
12,12.0,12.0,12.0,,15.97,0.0,0.0,0.0,0.0,67.85,0.0,75.9,0.0,0.0,0,51999
13,13.0,13.0,13.0,,15.99,0.0,0.0,0.0,0.0,68.15,0.0,75.77,0.0,0.0,0,55999
14,14.0,14.0,14.0,,15.99,0.0,0.0,0.0,0.0,68.0,0.0,75.94,0.0,0.0,0,59999
15,15.0,15.0,15.0,,15.98,0.0,0.0,0.0,0.0,68.01,0.0,75.81,0.0,0.0,0,63999
16,16.0,16.0,16.0,,16.0,0.0,0.0,0.0,0.0,68.05,0.0,75.96,0.0,0.0,0,67999
17,17.0,17.0,,,16.04,0.0,0.0,0.0,0.0,68.42,0.0,75.97,0.0,0.0,0,71999
18,18.0,18.0,,,16.02,0.0,0.0,0.0,0.0,68.17,0.0,76.02,0.0,0.0,0,75999
19,19.0,19.0,,,15.98,0.0,0.0,0.0,0.0,67.92,0.0,75.93,0.0,0.0,0,79999
20,20.0,20.0,,,16.0,0.0,0.0,0.0,0.0,68.11,0.0,75.89,0.0,0.0,0,83999
21,21.0,21.0,,,16.05,0.0,0.0,0.0,0.0,68.25,0.0,76.16,0.0,0.0,0,87999
22,22.0,22.0,,,16.03,0.0,0.0,0.0,0.0,68.18,0.0,76.05,0.0,0.0,0,91999
23,23.0,23.0,,,16.03,0.0,0.0,0.0,0.0,68.19,0.0,76.09,0.0,0.0,0,95999
24,24.0,24.0,,,16.1,0.0,0.0,0.0,0.0,68.78,0.0,76.13,0.0,0.0,0,99999
25,25.0,25.0,,,16.04,0.0,0.0,0.0,0.0,68.36,0.0,76.03,0.0,0.0,0,103999
26,26.0,26.0,,,16.07,0.0,0.0,0.0,0.0,68.5,0.0,76.17,0.0,0.0,0,107999
27,27.0,27.0,,,16.05,0.0,0.0,0.0,0.0,68.28,0.0,76.21,0.0,0.0,0,111999
28,28.0,28.0,,,16.04,0.0,0.0,0.0,0.0,68.22,0.0,76.16,0.0,0.0,0,115999
29,29.0,29.0,,,16.03,0.0,0.0,0.0,0.0,67.99,0.0,76.3,0.0,0.0,0,119999
30,30.0,30.0,,,16.07,0.0,0.0,0.0,0.0,68.44,0.0,76.17,0.0,0.0,0,123999
31,31.0,31.0,,,16.04,0.0,0.0,0.0,0.0,68.24,0.0,76.08,0.0,0.0,0,127999
32,32.0,32.0,,,16.04,0.0,0.0,0.0,0.0,68.23,0.0,76.1,0.0,0.0,0,131999
33,33.0,,,,16.05,0.0,0.0,0.0,0.0,68.29,0.0,76.19,0.0,0.0,0,135999
34,34.0,,,,16.09,0.0,0.0,0.0,0.0,68.6,0.0,76.22,0.0,0.0,0,139999
35,35.0,,,,16.04,0.0,0.0,0.0,0.0,68.15,0.0,76.21,0.0,0.0,1,143999
36,36.0,,,,16.07,0.0,0.0,0.0,0.0,68.35,0.0,76.29,0.0,0.0,1,147999
37,37.0,,,,16.09,0.0,0.0,0.0,0.0,68.46,0.0,76.34,0.0,0.0,1,151999
38,38.0,,,,16.05,0.0,0.0,0.0,0.0,68.11,0.0,76.31,0.0,0.0,1,155999
39,39.0,,,,16.04,0.0,0.0,0.0,0.0,68.14,0.0,76.26,0.0,0.0,1,159999
40,40.0,,,,16.03,0.0,0.0,0.0,0.0,68.18,0.0,76.06,0.0,0.0,1,163999
41,41.0,,,,16.07,0.0,0.0,0.0,0.0,68.4,0.0,76.23,0.0,0.0,1,167999
42,42.0,,,,16.07,0.0,0.0,0.0,0.0,68.46,0.0,76.16,0.0,0.0,1,171999
43,43.0,,,,16.12,0.0,0.0,0.0,0.0,68.73,0.0,76.39,0.0,0.0,1,175999
44,44.0,,,,16.07,0.0,0.0,0.0,0.0,68.24,0.0,76.42,0.0,0.0,1,179999
45,45.0,,,,16.05,0.0,0.0,0.0,0.0,68.17,0.0,76.3,0.0,0.0,1,183999
46,46.0,,,,16.06,0.0,0.0,0.0,0.0,68.28,0.0,76.23,0.0,0.0,1,187999
47,47.0,,,,16.02,0.0,0.0,0.0,0.0,67.82,0.0,76.32,0.0,0.0,1,191999
48,48.0,,,,16.03,0.0,0.0,0.0,0.0,67.98,0.0,76.26,0.0,0.0,1,195999
49,49.0,,,,16.05,0.0,0.0,0.0,0.0,68.24,0.0,76.18,0.0,0.0,1,199999
50,50.0,,,,16.05,0.0,0.0,0.0,0.0,68.39,0.0,76.06,0.0,0.0,1,203999
51,51.0,,,,16.05,0.0,0.0,0.0,0.0,68.22,0.0,76.26,0.0,0.0,1,207999
52,52.0,,,,16.05,0.0,0.0,0.0,0.0,68.3,0.0,76.13,0.0,0.0,1,211999
53,53.0,,,,16.04,0.0,0.0,0.0,0.0,68.12,0.0,76.24,0.0,0.0,1,215999
54,54.0,,,,15.99,0.0,0.0,0.0,0.0,67.6,0.0,76.31,0.0,0.0,1,219999
55,55.0,,,,16.05,0.0,0.0,0.0,0.0,68.23,0.0,76.2,0.0,0.0,1,223999
56,56.0,,,,16.05,0.0,0.0,0.0,0.0,68.02,0.0,76.47,0.0,0.0,1,227999
57,57.0,,,,16.01,0.0,0.0,0.0,0.0,67.81,0.0,76.25,0.0,0.0,1,231999
58,58.0,,,,16.07,0.0,0.0,0.0,0.0,68.24,0.0,76.38,0.0,0.0,1,235999
59,59.0,,,,16.01,0.0,0.0,0.0,0.0,67.88,0.0,76.23,0.0,0.0,1,239999
60,60.0,,,,16.04,0.0,0.0,0.0,0.0,68.31,0.0,76.08,0.0,0.0,1,243999
61,61.0,,,,16.0,0.0,0.0,0.0,0.0,67.66,0.0,76.3,0.0,0.0,1,247999
62,62.0,,,,16.06,0.0,0.0,0.0,0.0,68.34,0.0,76.18,0.0,0.0,1,251999
63,63.0,,,,16.01,0.0,0.0,0.0,0.0,67.98,0.0,76.15,0.0,0.0,1,255999
64,64.0,,,,16.06,0.0,0.0,0.0,0.0,68.34,0.0,76.2,0.0,0.0,1,259999
65,,,,,16.03,0.00,0.00,0.00,0.00,67.99,0.00,76.24,0.00,0.00,1,263999
66,,,,,16.02,0.00,0.00,0.00,0.00,67.97,0.00,76.20,0.00,0.00,1,267999
67,,,,,16.06,0.00,0.00,0.00,0.00,68.34,0.00,76.16,0.00,0.00,1,271999
68,,,,,16.05,0.00,0.00,0.00,0.00,68.36,0.00,76.09,0.00,0.00,1,275999
69,,,,,16.01,0.00,0.00,0.00,0.00,67.87,0.00,76.23,0.00,0.00,1,279999
70,,,,,15.99,0.00,0.00,0.00,0.00,67.71,0.00,76.24,0.00,0.00,2,283999
71,,,,,16.04,0.00,0.00,0.00,0.00,67.95,0.00,76.40,0.00,0.00,2,287999
72,,,,,15.99,0.00,0.00,0.00,0.00,67.67,0.00,76.28,0.00,0.00,2,291999
73,,,,,16.03,0.00,0.00,0.00,0.00,68.04,0.00,76.26,0.00,0.00,2,295999
74,,,,,16.04,0.00,0.00,0.00,0.00,68.09,0.00,76.26,0.00,0.00,2,299999
75,,,,,15.99,0.00,0.00,0.00,0.00,67.68,0.00,76.24,0.00,0.00,2,303999
76,,,,,16.01,0.00,0.00,0.00,0.00,67.95,0.00,76.17,0.00,0.00,2,307999
77,,,,,16.04,0.00,0.00,0.00,0.00,68.04,0.00,76.29,0.00,0.00,2,311999
78,,,,,15.97,0.00,0.00,0.00,0.00,67.65,0.00,76.07,0.00,0.00,2,315999
79,,,,,16.03,0.00,0.00,0.00,0.00,67.97,0.00,76.33,0.00,0.00,2,319999
80,,,,,15.98,0.00,0.00,0.00,0.00,67.61,0.00,76.23,0.00,0.00,2,323999
81,,,,,15.99,0.00,0.00,0.00,0.00,67.65,0.00,76.22,0.00,0.00,2,327999
82,,,,,15.99,0.00,0.00,0.00,0.00,67.57,0.00,76.33,0.00,0.00,2,331999
83,,,,,15.98,0.00,0.00,0.00,0.00,67.64,0.00,76.14,0.00,0.00,2,335999
84,,,,,15.97,0.00,0.00,0.00,0.00,67.72,0.00,76.02,0.00,0.00,2,339999
85,,,,,16.00,0.00,0.00,0.00,0.00,67.90,0.00,76.12,0.00,0.00,2,343999
86,,,,,15.99,0.00,0.00,0.00,0.00,67.77,0.00,76.17,0.00,0.00,2,347999
87,,,,,15.96,0.00,0.00,0.00,0.00,67.43,0.00,76.23,0.00,0.00,2,351999
88,,,,,15.99,0.00,0.00,0.00,0.00,67.80,0.00,76.13,0.00,0.00,2,355999
89,,,,,15.96,0.00,0.00,0.00,0.00,67.52,0.00,76.12,0.00,0.00,2,359999
90,,,,,15.99,0.00,0.00,0.00,0.00,67.78,0.00,76.17,0.00,0.00,2,363999
91,,,,,16.00,0.00,0.00,0.00,0.00,67.76,0.00,76.27,0.00,0.00,2,367999
92,,,,,15.97,0.00,0.00,0.00,0.00,67.41,0.00,76.36,0.00,0.00,2,371999
93,,,,,16.04,0.00,0.00,0.00,0.00,68.18,0.00,76.19,0.00,0.00,2,375999
94,,,,,15.96,0.00,0.00,0.00,0.00,67.46,0.00,76.18,0.00,0.00,2,379999
95,,,,,15.97,0.00,0.00,0.00,0.00,67.65,0.00,76.10,0.00,0.00,2,383999
96,,,,,15.97,0.00,0.00,0.00,0.00,67.66,0.00,76.05,0.00,0.00,2,387999
97,,,,,15.94,0.00,0.00,0.00,0.00,67.25,0.00,76.19,0.00,0.00,2,391999
98,,,,,15.96,0.00,0.00,0.00,0.00,67.43,0.00,76.20,0.00,0.00,2,395999
99,,,,,16.02,0.00,0.00,0.00,0.00,67.94,0.00,76.23,0.00,0.00,2,399999
100,,,,,15.99,0.00,0.00,0.00,0.00,67.73,0.00,76.16,0.00,0.00,2,403999
101,,,,,16.00,0.00,0.00,0.00,0.00,67.69,0.00,76.28,0.00,0.00,2,407999
102,,,,,15.99,0.00,0.00,0.00,0.00,67.73,0.00,76.15,0.00,0.00,2,411999
103,,,,,16.00,0.00,0.00,0.00,0.00,68.05,0.00,75.99,0.00,0.00,2,415999
