,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STSBenchmark,SUBJ,TREC,epoch,step
104,,,,,15.95,0.00,0.00,0.00,0.00,67.42,0.00,76.10,0.00,0.00,2,419999
105,,,,,15.97,0.00,0.00,0.00,0.00,67.69,0.00,76.04,0.00,0.00,3,423999
106,,,,,15.99,0.00,0.00,0.00,0.00,67.64,0.00,76.26,0.00,0.00,3,427999
107,,,,,15.97,0.00,0.00,0.00,0.00,67.56,0.00,76.15,0.00,0.00,3,431999
108,,,,,16.02,0.00,0.00,0.00,0.00,68.00,0.00,76.22,0.00,0.00,3,435999
109,,,,,15.97,0.00,0.00,0.00,0.00,67.50,0.00,76.19,0.00,0.00,3,439999
110,,,,,15.94,0.00,0.00,0.00,0.00,67.37,0.00,76.11,0.00,0.00,3,443999
111,,,,,15.97,0.00,0.00,0.00,0.00,67.53,0.00,76.20,0.00,0.00,3,447999
112,,,,,15.91,0.00,0.00,0.00,0.00,67.03,0.00,76.20,0.00,0.00,3,451999
113,,,,,15.94,0.00,0.00,0.00,0.00,67.37,0.00,76.06,0.00,0.00,3,455999
114,,,,,15.88,0.00,0.00,0.00,0.00,66.93,0.00,76.03,0.00,0.00,3,459999
115,,,,,15.97,0.00,0.00,0.00,0.00,67.51,0.00,76.20,0.00,0.00,3,463999
116,,,,,15.96,0.00,0.00,0.00,0.00,67.40,0.00,76.20,0.00,0.00,3,467999
117,,,,,15.94,0.00,0.00,0.00,0.00,67.24,0.00,76.23,0.00,0.00,3,471999
118,,,,,15.94,0.00,0.00,0.00,0.00,67.37,0.00,76.10,0.00,0.00,3,475999
119,,,,,15.95,0.00,0.00,0.00,0.00,67.29,0.00,76.23,0.00,0.00,3,479999
120,,,,,15.94,0.00,0.00,0.00,0.00,67.43,0.00,76.03,0.00,0.00,3,483999
121,,,,,15.96,0.00,0.00,0.00,0.00,67.51,0.00,76.16,0.00,0.00,3,487999
122,,,,,15.94,0.00,0.00,0.00,0.00,67.35,0.00,76.07,0.00,0.00,3,491999
123,,,,,15.95,0.00,0.00,0.00,0.00,67.61,0.00,75.94,0.00,0.00,3,495999
124,,,,,16.01,0.00,0.00,0.00,0.00,67.92,0.00,76.17,0.00,0.00,3,499999
125,,,,,15.92,0.00,0.00,0.00,0.00,67.19,0.00,76.11,0.00,0.00,3,503999
126,,,,,15.95,0.00,0.00,0.00,0.00,67.49,0.00,76.04,0.00,0.00,3,507999
127,,,,,15.96,0.00,0.00,0.00,0.00,67.48,0.00,76.19,0.00,0.00,3,511999
128,,,,,15.93,0.00,0.00,0.00,0.00,67.44,0.00,75.90,0.00,0.00,3,515999
129,,,,,15.97,0.00,0.00,0.00,0.00,67.67,0.00,76.06,0.00,0.00,3,519999
130,,,,,15.95,0.00,0.00,0.00,0.00,67.39,0.00,76.16,0.00,0.00,3,523999
131,,,,,15.87,0.00,0.00,0.00,0.00,66.82,0.00,76.04,0.00,0.00,3,527999
132,,,,,15.91,0.00,0.00,0.00,0.00,67.13,0.00,76.10,0.00,0.00,3,531999
133,,,,,15.92,0.00,0.00,0.00,0.00,67.06,0.00,76.19,0.00,0.00,3,535999
134,,,,,15.92,0.00,0.00,0.00,0.00,67.29,0.00,76.01,0.00,0.00,3,539999
135,,,,,15.91,0.00,0.00,0.00,0.00,67.13,0.00,76.06,0.00,0.00,3,543999
136,,,,,15.94,0.00,0.00,0.00,0.00,67.34,0.00,76.16,0.00,0.00,3,547999
137,,,,,15.97,0.00,0.00,0.00,0.00,67.52,0.00,76.20,0.00,0.00,3,551999
138,,,,,15.89,0.00,0.00,0.00,0.00,67.03,0.00,75.98,0.00,0.00,3,555999
139,,,,,15.93,0.00,0.00,0.00,0.00,67.27,0.00,76.07,0.00,0.00,3,559999
140,,,,,15.93,0.00,0.00,0.00,0.00,67.46,0.00,75.95,0.00,0.00,4,563999
141,,,,,15.91,0.00,0.00,0.00,0.00,67.18,0.00,75.97,0.00,0.00,4,567999
142,,,,,15.92,0.00,0.00,0.00,0.00,67.22,0.00,76.03,0.00,0.00,4,571999
143,,,,,15.92,0.00,0.00,0.00,0.00,67.17,0.00,76.09,0.00,0.00,4,575999
144,,,,,15.95,0.00,0.00,0.00,0.00,67.35,0.00,76.18,0.00,0.00,4,579999
145,,,,,15.92,0.00,0.00,0.00,0.00,67.16,0.00,76.08,0.00,0.00,4,583999
146,,,,,15.91,0.00,0.00,0.00,0.00,67.25,0.00,75.96,0.00,0.00,4,587999
147,,,,,15.93,0.00,0.00,0.00,0.00,67.33,0.00,76.02,0.00,0.00,4,591999
148,,,,,15.88,0.00,0.00,0.00,0.00,67.11,0.00,75.80,0.00,0.00,4,595999
149,,,,,15.96,0.00,0.00,0.00,0.00,67.59,0.00,76.06,0.00,0.00,4,599999
150,,,,,15.93,0.00,0.00,0.00,0.00,67.21,0.00,76.12,0.00,0.00,4,603999
151,,,,,15.92,0.00,0.00,0.00,0.00,67.18,0.00,76.12,0.00,0.00,4,607999
152,,,,,15.93,0.00,0.00,0.00,0.00,67.36,0.00,76.01,0.00,0.00,4,611999
153,,,,,15.95,0.00,0.00,0.00,0.00,67.46,0.00,76.13,0.00,0.00,4,615999
154,,,,,15.87,0.00,0.00,0.00,0.00,66.92,0.00,75.90,0.00,0.00,4,619999
155,,,,,15.88,0.00,0.00,0.00,0.00,66.94,0.00,76.02,0.00,0.00,4,623999
156,,,,,15.85,0.00,0.00,0.00,0.00,66.64,0.00,76.03,0.00,0.00,4,627999
157,,,,,15.93,0.00,0.00,0.00,0.00,67.27,0.00,76.09,0.00,0.00,4,631999
158,,,,,15.87,0.00,0.00,0.00,0.00,66.73,0.00,76.10,0.00,0.00,4,635999
159,,,,,15.92,0.00,0.00,0.00,0.00,67.33,0.00,75.92,0.00,0.00,4,639999
160,,,,,15.91,0.00,0.00,0.00,0.00,67.16,0.00,76.02,0.00,0.00,4,643999
161,,,,,15.90,0.00,0.00,0.00,0.00,66.96,0.00,76.11,0.00,0.00,4,647999
162,,,,,15.87,0.00,0.00,0.00,0.00,66.95,0.00,75.92,0.00,0.00,4,651999
163,,,,,15.91,0.00,0.00,0.00,0.00,67.14,0.00,76.04,0.00,0.00,4,655999
164,,,,,15.87,0.00,0.00,0.00,0.00,66.89,0.00,75.92,0.00,0.00,4,659999
165,,,,,15.88,0.00,0.00,0.00,0.00,66.95,0.00,75.97,0.00,0.00,4,663999
166,,,,,15.95,0.00,0.00,0.00,0.00,67.38,0.00,76.15,0.00,0.00,4,667999
167,,,,,15.85,0.00,0.00,0.00,0.00,66.78,0.00,75.85,0.00,0.00,4,671999
168,,,,,15.89,0.00,0.00,0.00,0.00,66.96,0.00,76.08,0.00,0.00,4,675999
169,,,,,15.88,0.00,0.00,0.00,0.00,66.77,0.00,76.16,0.00,0.00,4,679999
170,,,,,15.89,0.00,0.00,0.00,0.00,67.12,0.00,75.90,0.00,0.00,4,683999
171,,,,,15.88,0.00,0.00,0.00,0.00,67.02,0.00,75.90,0.00,0.00,4,687999
172,,,,,15.86,0.00,0.00,0.00,0.00,66.81,0.00,75.93,0.00,0.00,4,691999
173,,,,,15.90,0.00,0.00,0.00,0.00,67.12,0.00,75.96,0.00,0.00,4,695999
174,,,,,15.85,0.00,0.00,0.00,0.00,66.74,0.00,75.91,0.00,0.00,4,699999
