,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STS12,STS13,STS14,STS15,STS16,STSBenchmark,SUBJ,TREC,epoch,step
0,9.91,0.00,0.00,0.00,0.00,65.27,0.00,0.00,0.00,0.00,0.00,0.00,73.46,0.00,0.00,0,3999
1,10.09,0.00,0.00,0.00,0.00,66.94,0.00,0.00,0.00,0.00,0.00,0.00,74.39,0.00,0.00,0,11999
2,10.03,0.00,0.00,0.00,0.00,66.31,0.00,0.00,0.00,0.00,0.00,0.00,74.07,0.00,0.00,0,7999
