,Unnamed: 0,Unnamed: 0.1,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STS12,STS13,STS14,STS15,STS16,STSBenchmark,SUBJ,TREC,epoch,step
60,60.0,,10.21,0.0,0.0,0.0,0.0,67.26,0.0,0.0,0.0,0.0,0.0,0.0,75.68,0.0,0.0,0,199999
61,61.0,,10.31,0.0,0.0,0.0,0.0,68.31,0.0,0.0,0.0,0.0,0.0,0.0,76.08,0.0,0.0,0,275999
62,62.0,,10.27,0.0,0.0,0.0,0.0,67.81,0.0,0.0,0.0,0.0,0.0,0.0,75.91,0.0,0.0,0,175999
63,63.0,,10.29,0.0,0.0,0.0,0.0,68.03,0.0,0.0,0.0,0.0,0.0,0.0,75.97,0.0,0.0,0,195999
64,64.0,,10.28,0.0,0.0,0.0,0.0,67.92,0.0,0.0,0.0,0.0,0.0,0.0,75.94,0.0,0.0,0,243999
65,65.0,,10.28,0.0,0.0,0.0,0.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,76.01,0.0,0.0,0,167999
66,66.0,,10.28,0.0,0.0,0.0,0.0,68.03,0.0,0.0,0.0,0.0,0.0,0.0,75.88,0.0,0.0,0,283999
67,67.0,,10.27,0.0,0.0,0.0,0.0,67.9,0.0,0.0,0.0,0.0,0.0,0.0,75.91,0.0,0.0,0,155999
68,68.0,,10.28,0.0,0.0,0.0,0.0,68.13,0.0,0.0,0.0,0.0,0.0,0.0,75.79,0.0,0.0,0,211999
69,69.0,,10.29,0.0,0.0,0.0,0.0,67.93,0.0,0.0,0.0,0.0,0.0,0.0,76.2,0.0,0.0,0,219999
70,70.0,,10.27,0.0,0.0,0.0,0.0,68.02,0.0,0.0,0.0,0.0,0.0,0.0,75.76,0.0,0.0,0,303999
71,71.0,,10.28,0.0,0.0,0.0,0.0,68.09,0.0,0.0,0.0,0.0,0.0,0.0,75.84,0.0,0.0,0,227999
72,72.0,,10.25,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0,163999
73,73.0,,10.22,0.0,0.0,0.0,0.0,67.36,0.0,0.0,0.0,0.0,0.0,0.0,75.7,0.0,0.0,0,119999
74,74.0,,10.28,0.0,0.0,0.0,0.0,68.15,0.0,0.0,0.0,0.0,0.0,0.0,75.79,0.0,0.0,0,247999
75,75.0,,10.21,0.0,0.0,0.0,0.0,67.12,0.0,0.0,0.0,0.0,0.0,0.0,75.82,0.0,0.0,0,135999
76,,,10.29,0.00,0.00,0.00,0.00,68.09,0.00,0.00,0.00,0.00,0.00,0.00,76.03,0.00,0.00,0,335999
77,,,10.26,0.00,0.00,0.00,0.00,67.83,0.00,0.00,0.00,0.00,0.00,0.00,75.79,0.00,0.00,0,323999
78,,,10.31,0.00,0.00,0.00,0.00,68.19,0.00,0.00,0.00,0.00,0.00,0.00,76.10,0.00,0.00,0,359999
79,,,10.29,0.00,0.00,0.00,0.00,68.17,0.00,0.00,0.00,0.00,0.00,0.00,75.96,0.00,0.00,0,343999
80,,,10.28,0.00,0.00,0.00,0.00,67.94,0.00,0.00,0.00,0.00,0.00,0.00,76.02,0.00,0.00,0,307999
81,,,10.25,0.00,0.00,0.00,0.00,67.72,0.00,0.00,0.00,0.00,0.00,0.00,75.83,0.00,0.00,0,355999
82,,,10.26,0.00,0.00,0.00,0.00,67.74,0.00,0.00,0.00,0.00,0.00,0.00,75.90,0.00,0.00,0,339999
83,,,10.29,0.00,0.00,0.00,0.00,68.14,0.00,0.00,0.00,0.00,0.00,0.00,75.89,0.00,0.00,0,311999
84,,,10.29,0.00,0.00,0.00,0.00,68.09,0.00,0.00,0.00,0.00,0.00,0.00,75.99,0.00,0.00,0,363999
85,,,10.27,0.00,0.00,0.00,0.00,68.09,0.00,0.00,0.00,0.00,0.00,0.00,75.75,0.00,0.00,0,383999
86,,,10.25,0.00,0.00,0.00,0.00,67.74,0.00,0.00,0.00,0.00,0.00,0.00,75.83,0.00,0.00,0,407999
87,,,10.24,0.00,0.00,0.00,0.00,67.66,0.00,0.00,0.00,0.00,0.00,0.00,75.76,0.00,0.00,0,399999
88,,,10.28,0.00,0.00,0.00,0.00,68.24,0.00,0.00,0.00,0.00,0.00,0.00,75.65,0.00,0.00,0,371999
89,,,10.30,0.00,0.00,0.00,0.00,68.14,0.00,0.00,0.00,0.00,0.00,0.00,76.05,0.00,0.00,0,319999
90,,,10.27,0.00,0.00,0.00,0.00,68.02,0.00,0.00,0.00,0.00,0.00,0.00,75.77,0.00,0.00,0,375999
91,,,10.25,0.00,0.00,0.00,0.00,67.56,0.00,0.00,0.00,0.00,0.00,0.00,75.90,0.00,0.00,0,391999
92,,,10.31,0.00,0.00,0.00,0.00,68.47,0.00,0.00,0.00,0.00,0.00,0.00,75.84,0.00,0.00,0,403999
93,,,10.27,0.00,0.00,0.00,0.00,68.03,0.00,0.00,0.00,0.00,0.00,0.00,75.75,0.00,0.00,0,331999
94,,,10.26,0.00,0.00,0.00,0.00,67.87,0.00,0.00,0.00,0.00,0.00,0.00,75.79,0.00,0.00,0,387999
95,,,10.27,0.00,0.00,0.00,0.00,67.80,0.00,0.00,0.00,0.00,0.00,0.00,75.97,0.00,0.00,0,327999
96,,,10.28,0.00,0.00,0.00,0.00,68.17,0.00,0.00,0.00,0.00,0.00,0.00,75.79,0.00,0.00,0,411999
97,,,10.30,0.00,0.00,0.00,0.00,68.16,0.00,0.00,0.00,0.00,0.00,0.00,76.03,0.00,0.00,0,315999
98,,,10.25,0.00,0.00,0.00,0.00,67.68,0.00,0.00,0.00,0.00,0.00,0.00,75.84,0.00,0.00,0,367999
99,,,10.28,0.00,0.00,0.00,0.00,68.14,0.00,0.00,0.00,0.00,0.00,0.00,75.71,0.00,0.00,0,395999
100,,,10.29,0.00,0.00,0.00,0.00,68.15,0.00,0.00,0.00,0.00,0.00,0.00,75.85,0.00,0.00,0,347999
101,,,10.28,0.00,0.00,0.00,0.00,68.22,0.00,0.00,0.00,0.00,0.00,0.00,75.74,0.00,0.00,0,379999
102,,,10.29,0.00,0.00,0.00,0.00,68.27,0.00,0.00,0.00,0.00,0.00,0.00,75.82,0.00,0.00,0,351999
