,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STSBenchmark,SUBJ,TREC,epoch,step
50,4.04,0.00,0.00,0.00,0.00,27.81,0.00,8.54,0.00,0.00,0,70499
51,3.88,0.00,0.00,0.00,0.00,26.87,0.00,8.02,0.00,0.00,0,61999
52,3.98,0.00,0.00,0.00,0.00,27.64,0.00,8.20,0.00,0.00,0,58499
53,4.45,0.00,0.00,0.00,0.00,29.24,0.00,10.81,0.00,0.00,0,13499
54,4.38,0.00,0.00,0.00,0.00,30.82,0.00,8.61,0.00,0.00,0,21999
55,4.57,0.00,0.00,0.00,0.00,30.63,0.00,10.51,0.00,0.00,0,17499
56,4.35,0.00,0.00,0.00,0.00,29.56,0.00,9.57,0.00,0.00,0,28999
57,4.54,0.00,0.00,0.00,0.00,31.15,0.00,9.73,0.00,0.00,0,24499
58,3.97,0.00,0.00,0.00,0.00,28.34,0.00,7.43,0.00,0.00,0,53499
59,3.94,0.00,0.00,0.00,0.00,27.65,0.00,7.84,0.00,0.00,0,59999
60,4.64,0.00,0.00,0.00,0.00,28.65,0.00,13.15,0.00,0.00,0,12499
61,4.01,0.00,0.00,0.00,0.00,28.10,0.00,8.02,0.00,0.00,0,86999
62,4.06,0.00,0.00,0.00,0.00,28.39,0.00,8.16,0.00,0.00,0,81999
63,4.01,0.00,0.00,0.00,0.00,27.62,0.00,8.43,0.00,0.00,0,64999
64,4.01,0.00,0.00,0.00,0.00,27.57,0.00,8.55,0.00,0.00,0,63499
65,4.92,0.00,0.00,0.00,0.00,28.43,0.00,15.81,0.00,0.00,0,11999
66,4.03,0.00,0.00,0.00,0.00,29.58,0.00,6.65,0.00,0.00,0,36999
67,4.05,0.00,0.00,0.00,0.00,29.87,0.00,6.54,0.00,0.00,0,39999
68,4.35,0.00,0.00,0.00,0.00,30.56,0.00,8.58,0.00,0.00,0,28499
69,4.14,0.00,0.00,0.00,0.00,28.39,0.00,8.91,0.00,0.00,0,66499
70,4.56,0.00,0.00,0.00,0.00,30.36,0.00,10.70,0.00,0.00,0,16499
71,3.99,0.00,0.00,0.00,0.00,28.07,0.00,7.86,0.00,0.00,0,80999
72,3.98,0.00,0.00,0.00,0.00,28.45,0.00,7.36,0.00,0.00,0,50999
73,5.10,0.00,0.00,0.00,0.00,25.06,0.00,20.86,0.00,0.00,0,7499
74,3.90,0.00,0.00,0.00,0.00,27.85,0.00,7.22,0.00,0.00,0,52999
75,4.45,0.00,0.00,0.00,0.00,30.28,0.00,9.81,0.00,0.00,0,15999
76,4.06,0.00,0.00,0.00,0.00,29.10,0.00,7.47,0.00,0.00,0,51999
77,4.07,0.00,0.00,0.00,0.00,27.90,0.00,8.77,0.00,0.00,0,67499
78,5.02,0.00,0.00,0.00,0.00,27.99,0.00,17.18,0.00,0.00,0,11499
79,3.98,0.00,0.00,0.00,0.00,27.27,0.00,8.52,0.00,0.00,0,70999
80,4.22,0.00,0.00,0.00,0.00,30.21,0.00,7.73,0.00,0.00,0,31499
81,4.45,0.00,0.00,0.00,0.00,31.81,0.00,8.23,0.00,0.00,0,22999
82,4.63,0.00,0.00,0.00,0.00,29.93,0.00,11.70,0.00,0.00,0,13999
83,4.38,0.00,0.00,0.00,0.00,30.46,0.00,8.94,0.00,0.00,0,20499
84,3.97,0.00,0.00,0.00,0.00,27.73,0.00,8.01,0.00,0.00,0,85499
85,5.30,0.00,0.00,0.00,0.00,27.66,0.00,20.07,0.00,0.00,0,9999
86,5.29,0.00,0.00,0.00,0.00,24.75,0.00,22.82,0.00,0.00,0,4999
87,4.59,0.00,0.00,0.00,0.00,30.73,0.00,10.58,0.00,0.00,0,16999
88,4.00,0.00,0.00,0.00,0.00,30.01,0.00,5.95,0.00,0.00,0,38499
89,4.62,0.00,0.00,0.00,0.00,29.45,0.00,12.13,0.00,0.00,0,14499
90,4.01,0.00,0.00,0.00,0.00,27.89,0.00,8.19,0.00,0.00,0,60999
91,4.15,0.00,0.00,0.00,0.00,29.82,0.00,7.54,0.00,0.00,0,42499
92,5.19,0.00,0.00,0.00,0.00,24.39,0.00,22.30,0.00,0.00,0,5999
93,4.37,0.00,0.00,0.00,0.00,30.74,0.00,8.55,0.00,0.00,0,21499
94,4.02,0.00,0.00,0.00,0.00,27.80,0.00,8.37,0.00,0.00,0,74499
95,4.03,0.00,0.00,0.00,0.00,28.51,0.00,7.77,0.00,0.00,0,26499
96,3.93,0.00,0.00,0.00,0.00,29.34,0.00,5.99,0.00,0.00,0,43999
97,5.21,0.00,0.00,0.00,0.00,24.96,0.00,21.90,0.00,0.00,0,6499
98,5.10,0.00,0.00,0.00,0.00,25.15,0.00,20.71,0.00,0.00,0,6999
99,4.06,0.00,0.00,0.00,0.00,27.93,0.00,8.65,0.00,0.00,0,72999
100,3.99,0.00,0.00,0.00,0.00,28.88,0.00,7.02,0.00,0.00,0,37999
101,4.55,0.00,0.00,0.00,0.00,30.90,0.00,10.08,0.00,0.00,0,24999
102,4.05,0.00,0.00,0.00,0.00,29.08,0.00,7.33,0.00,0.00,0,32499
103,4.41,0.00,0.00,0.00,0.00,31.25,0.00,8.42,0.00,0.00,0,26999
104,10.44,0.00,0.00,0.00,0.00,47.69,0.00,46.31,0.00,0.00,0,499
105,4.08,0.00,0.00,0.00,0.00,28.20,0.00,8.50,0.00,0.00,0,73499
106,4.07,0.00,0.00,0.00,0.00,27.88,0.00,8.73,0.00,0.00,0,72499
107,4.17,0.00,0.00,0.00,0.00,30.71,0.00,6.84,0.00,0.00,0,31999
108,4.36,0.00,0.00,0.00,0.00,29.52,0.00,9.68,0.00,0.00,0,17999
109,4.47,0.00,0.00,0.00,0.00,31.52,0.00,8.68,0.00,0.00,0,35499
110,4.22,0.00,0.00,0.00,0.00,30.55,0.00,7.44,0.00,0.00,0,19999
111,4.13,0.00,0.00,0.00,0.00,29.00,0.00,8.21,0.00,0.00,0,86499
112,4.55,0.00,0.00,0.00,0.00,28.96,0.00,12.00,0.00,0.00,0,12999
113,3.88,0.00,0.00,0.00,0.00,27.93,0.00,7.02,0.00,0.00,0,52499
114,4.05,0.00,0.00,0.00,0.00,28.13,0.00,8.32,0.00,0.00,0,78999
115,4.58,0.00,0.00,0.00,0.00,32.73,0.00,8.47,0.00,0.00,0,33499
116,3.97,0.00,0.00,0.00,0.00,29.17,0.00,6.60,0.00,0.00,0,29499
117,4.06,0.00,0.00,0.00,0.00,27.88,0.00,8.63,0.00,0.00,0,77999
118,3.92,0.00,0.00,0.00,0.00,27.38,0.00,7.91,0.00,0.00,0,56999
119,3.97,0.00,0.00,0.00,0.00,27.82,0.00,7.89,0.00,0.00,0,55999
120,4.19,0.00,0.00,0.00,0.00,30.83,0.00,6.89,0.00,0.00,0,34999
121,4.11,0.00,0.00,0.00,0.00,28.47,0.00,8.48,0.00,0.00,0,76999
122,4.11,0.00,0.00,0.00,0.00,28.86,0.00,8.16,0.00,0.00,0,88499
123,3.97,0.00,0.00,0.00,0.00,27.66,0.00,8.07,0.00,0.00,0,79999
124,4.06,0.00,0.00,0.00,0.00,28.21,0.00,8.31,0.00,0.00,0,87499
125,3.94,0.00,0.00,0.00,0.00,28.73,0.00,6.72,0.00,0.00,0,47499
126,5.13,0.00,0.00,0.00,0.00,25.41,0.00,20.72,0.00,0.00,0,8499
127,4.07,0.00,0.00,0.00,0.00,28.05,0.00,8.61,0.00,0.00,0,65999
128,4.06,0.00,0.00,0.00,0.00,28.42,0.00,8.08,0.00,0.00,0,82999
129,4.24,0.00,0.00,0.00,0.00,30.37,0.00,7.78,0.00,0.00,0,35999
130,3.91,0.00,0.00,0.00,0.00,27.35,0.00,7.81,0.00,0.00,0,56499
131,5.10,0.00,0.00,0.00,0.00,25.40,0.00,20.54,0.00,0.00,0,7999
132,3.92,0.00,0.00,0.00,0.00,26.99,0.00,8.25,0.00,0.00,0,61499
133,3.91,0.00,0.00,0.00,0.00,27.43,0.00,7.76,0.00,0.00,0,59499
134,4.17,0.00,0.00,0.00,0.00,30.22,0.00,7.30,0.00,0.00,0,36499
135,3.98,0.00,0.00,0.00,0.00,28.41,0.00,7.40,0.00,0.00,0,53999
136,4.06,0.00,0.00,0.00,0.00,28.31,0.00,8.27,0.00,0.00,0,83999
137,4.57,0.00,0.00,0.00,0.00,30.67,0.00,10.48,0.00,0.00,0,18499
138,4.10,0.00,0.00,0.00,0.00,30.06,0.00,6.82,0.00,0.00,0,40999
139,4.04,0.00,0.00,0.00,0.00,27.79,0.00,8.60,0.00,0.00,0,68999
140,3.97,0.00,0.00,0.00,0.00,27.57,0.00,8.19,0.00,0.00,0,62499
141,3.95,0.00,0.00,0.00,0.00,28.60,0.00,6.91,0.00,0.00,0,45499
142,3.93,0.00,0.00,0.00,0.00,28.61,0.00,6.73,0.00,0.00,0,50499
143,6.29,0.00,0.00,0.00,0.00,31.79,0.00,24.82,0.00,0.00,0,1999
144,4.16,0.00,0.00,0.00,0.00,28.86,0.00,8.54,0.00,0.00,0,77499
145,10.42,0.00,0.00,0.00,0.00,47.56,0.00,46.18,0.00,0.00,0,999
146,4.08,0.00,0.00,0.00,0.00,28.24,0.00,8.51,0.00,0.00,0,69499
147,4.14,0.00,0.00,0.00,0.00,30.19,0.00,7.08,0.00,0.00,0,38999
148,3.79,0.00,0.00,0.00,0.00,28.04,0.00,6.10,0.00,0.00,0,46999
149,4.01,0.00,0.00,0.00,0.00,28.03,0.00,8.08,0.00,0.00,0,57999
150,4.19,0.00,0.00,0.00,0.00,29.17,0.00,8.52,0.00,0.00,0,27999
151,3.83,0.00,0.00,0.00,0.00,28.20,0.00,6.28,0.00,0.00,0,44999
152,4.05,0.00,0.00,0.00,0.00,28.20,0.00,8.28,0.00,0.00,0,85999
153,3.99,0.00,0.00,0.00,0.00,27.31,0.00,8.56,0.00,0.00,0,71999
154,4.00,0.00,0.00,0.00,0.00,27.44,0.00,8.53,0.00,0.00,0,65499
155,6.59,0.00,0.00,0.00,0.00,32.73,0.00,26.59,0.00,0.00,0,1499
156,4.84,0.00,0.00,0.00,0.00,26.66,0.00,16.91,0.00,0.00,0,10499
157,4.01,0.00,0.00,0.00,0.00,27.67,0.00,8.38,0.00,0.00,0,63999
158,3.98,0.00,0.00,0.00,0.00,27.67,0.00,8.12,0.00,0.00,0,57499
159,3.88,0.00,0.00,0.00,0.00,29.06,0.00,5.88,0.00,0.00,0,46499
160,4.00,0.00,0.00,0.00,0.00,29.52,0.00,6.47,0.00,0.00,0,44499
161,4.09,0.00,0.00,0.00,0.00,28.38,0.00,8.41,0.00,0.00,0,84999
162,4.08,0.00,0.00,0.00,0.00,28.36,0.00,8.34,0.00,0.00,0,78499
163,4.46,0.00,0.00,0.00,0.00,30.29,0.00,9.85,0.00,0.00,0,23999
164,4.03,0.00,0.00,0.00,0.00,27.58,0.00,8.67,0.00,0.00,0,71499
165,3.94,0.00,0.00,0.00,0.00,28.89,0.00,6.59,0.00,0.00,0,49499
166,4.04,0.00,0.00,0.00,0.00,27.69,0.00,8.70,0.00,0.00,0,64499
167,4.04,0.00,0.00,0.00,0.00,28.10,0.00,8.30,0.00,0.00,0,75999
168,4.26,0.00,0.00,0.00,0.00,30.49,0.00,7.89,0.00,0.00,0,20999
169,3.93,0.00,0.00,0.00,0.00,28.94,0.00,6.47,0.00,0.00,0,41999
170,4.04,0.00,0.00,0.00,0.00,28.06,0.00,8.32,0.00,0.00,0,80499
171,4.00,0.00,0.00,0.00,0.00,27.71,0.00,8.31,0.00,0.00,0,62999
172,3.91,0.00,0.00,0.00,0.00,26.99,0.00,8.20,0.00,0.00,0,60499
173,5.00,0.00,0.00,0.00,0.00,27.77,0.00,17.22,0.00,0.00,0,10999
174,4.09,0.00,0.00,0.00,0.00,28.78,0.00,7.99,0.00,0.00,0,82499
175,4.40,0.00,0.00,0.00,0.00,29.92,0.00,9.65,0.00,0.00,0,14999
176,4.10,0.00,0.00,0.00,0.00,30.37,0.00,6.50,0.00,0.00,0,37499
177,4.35,0.00,0.00,0.00,0.00,31.86,0.00,7.32,0.00,0.00,0,30999
178,4.01,0.00,0.00,0.00,0.00,28.39,0.00,7.72,0.00,0.00,0,89499
179,5.62,0.00,0.00,0.00,0.00,27.07,0.00,23.48,0.00,0.00,0,3499
180,4.36,0.00,0.00,0.00,0.00,30.65,0.00,8.56,0.00,0.00,0,29999
181,4.03,0.00,0.00,0.00,0.00,27.55,0.00,8.70,0.00,0.00,0,69999
