,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Avg.,CR,MPQA,MR,MRPC,SICKRelatedness,SST2,STSBenchmark,SUBJ,TREC,epoch,step,STS12,STS13,STS14,STS15,STS16
0,0.0,0.0,0.0,0.0,15.55,0.0,0.0,0.0,0.0,65.98,0.0,73.99,0.0,0.0,0,3999,,,,,
1,1.0,1.0,1.0,1.0,15.77,0.0,0.0,0.0,0.0,66.28,0.0,75.68,0.0,0.0,0,67999,,,,,
2,2.0,2.0,2.0,2.0,15.78,0.0,0.0,0.0,0.0,66.29,0.0,75.73,0.0,0.0,0,47999,,,,,
3,3.0,3.0,3.0,3.0,15.87,0.0,0.0,0.0,0.0,67.2,0.0,75.61,0.0,0.0,0,87999,,,,,
4,4.0,4.0,4.0,4.0,15.77,0.0,0.0,0.0,0.0,66.35,0.0,75.54,0.0,0.0,0,59999,,,,,
5,5.0,5.0,5.0,5.0,15.72,0.0,0.0,0.0,0.0,66.86,0.0,74.65,0.0,0.0,0,11999,,,,,
6,6.0,6.0,6.0,6.0,15.81,0.0,0.0,0.0,0.0,66.9,0.0,75.38,0.0,0.0,0,39999,,,,,
7,7.0,7.0,7.0,7.0,15.7,0.0,0.0,0.0,0.0,66.46,0.0,74.82,0.0,0.0,0,15999,,,,,
8,8.0,8.0,8.0,8.0,15.78,0.0,0.0,0.0,0.0,66.43,0.0,75.62,0.0,0.0,0,51999,,,,,
9,9.0,9.0,9.0,9.0,15.79,0.0,0.0,0.0,0.0,66.51,0.0,75.58,0.0,0.0,0,43999,,,,,
10,10.0,10.0,10.0,10.0,15.66,0.0,0.0,0.0,0.0,65.68,0.0,75.29,0.0,0.0,0,31999,,,,,
11,11.0,11.0,11.0,11.0,15.77,0.0,0.0,0.0,0.0,66.78,0.0,75.19,0.0,0.0,0,19999,,,,,
12,12.0,12.0,12.0,12.0,15.73,0.0,0.0,0.0,0.0,66.16,0.0,75.43,0.0,0.0,0,55999,,,,,
13,13.0,13.0,13.0,13.0,15.78,0.0,0.0,0.0,0.0,66.5,0.0,75.56,0.0,0.0,0,79999,,,,,
14,14.0,14.0,14.0,14.0,15.72,0.0,0.0,0.0,0.0,66.05,0.0,75.42,0.0,0.0,0,35999,,,,,
15,15.0,15.0,15.0,15.0,15.64,0.0,0.0,0.0,0.0,66.49,0.0,74.28,0.0,0.0,0,7999,,,,,
16,16.0,16.0,16.0,16.0,15.87,0.0,0.0,0.0,0.0,66.92,0.0,75.93,0.0,0.0,0,83999,,,,,
17,17.0,17.0,17.0,17.0,15.73,0.0,0.0,0.0,0.0,66.24,0.0,75.34,0.0,0.0,0,27999,,,,,
18,18.0,18.0,18.0,18.0,15.82,0.0,0.0,0.0,0.0,66.62,0.0,75.8,0.0,0.0,0,71999,,,,,
19,19.0,19.0,19.0,19.0,15.78,0.0,0.0,0.0,0.0,66.38,0.0,75.61,0.0,0.0,0,63999,,,,,
20,20.0,20.0,20.0,20.0,15.76,0.0,0.0,0.0,0.0,66.58,0.0,75.24,0.0,0.0,0,23999,,,,,
21,21.0,21.0,21.0,21.0,15.89,0.0,0.0,0.0,0.0,67.1,0.0,75.92,0.0,0.0,0,75999,,,,,
22,22.0,22.0,22.0,,15.99,0.0,0.0,0.0,0.0,67.88,0.0,76.01,0.0,0.0,0,223999,,,,,
23,23.0,23.0,23.0,,15.95,0.0,0.0,0.0,0.0,67.63,0.0,75.88,0.0,0.0,0,207999,,,,,
24,24.0,24.0,24.0,,15.91,0.0,0.0,0.0,0.0,67.4,0.0,75.78,0.0,0.0,0,115999,,,,,
